State,Occupation title,Occupation group,Total employment,Annual mean wage,Annual median wage,Top 10 percent wage
Texas,Chiropractors,detailed,"2,150","64,750","54,660","119,860"
Texas,Dietitians and Nutritionists,detailed,"4,610","59,010","57,750","79,630"
Texas,Optometrists,detailed,"2,410","110,790","92,970","201,910"
Texas,Pharmacists,detailed,"21,560","123,700","124,360","159,280"
Texas,Physician Assistants,detailed,"6,650","97,420","103,040","132,000"
Texas,Occupational Therapists,detailed,"9,160","96,800","92,230","143,610"
Texas,Physical Therapists,detailed,"14,910","95,240","90,620","141,430"
Texas,Radiation Therapists,detailed,"1,360","73,270","70,650","107,860"
Texas,Recreational Therapists,detailed,790,"45,180","45,910","63,620"
Texas,Respiratory Therapists,detailed,"11,700","58,070","57,420","76,560"
Texas,Speech-Language Pathologists,detailed,"13,520","80,060","73,070","128,850"
Texas,Exercise Physiologists,detailed,470,"44,960","41,660","62,720"
Texas,"Therapists, All Other",detailed,670,"66,460","63,430","94,150"
Texas,Veterinarians,detailed,"4,450","100,200","93,490","134,210"
Texas,Registered Nurses,detailed,"207,810","70,390","68,680","96,690"
Texas,Nurse Anesthetists,detailed,"4,700","152,670","154,850","203,310"
Texas,Nurse Midwives,detailed,210,"96,260","95,090","139,550"
Texas,Nurse Practitioners,detailed,"8,890","110,060","107,820","152,030"
Texas,Audiologists,detailed,970,"79,130","73,200","125,000"
Texas,Medical and Clinical Laboratory Technologists,detailed,"12,380","59,390","58,770","79,880"
Texas,Medical and Clinical Laboratory Technicians,detailed,"11,780","40,060","37,990","58,800"
Texas,Dental Hygienists,detailed,"12,500","72,980","73,500","92,970"
Texas,Cardiovascular Technologists and Technicians,detailed,"5,160","54,230","52,100","87,120"
Texas,Diagnostic Medical Sonographers,detailed,"5,190","77,370","69,920","102,320"
Texas,Nuclear Medicine Technologists,detailed,"1,330","75,120","75,950","99,970"
Texas,Radiologic Technologists,detailed,"15,700","55,680","55,500","77,290"
Texas,Magnetic Resonance Imaging Technologists,detailed,"2,770","68,360","68,660","87,350"
Texas,Emergency Medical Technicians and Paramedics,detailed,"18,630","35,870","34,090","51,720"
Texas,Dietetic Technicians,detailed,"2,870","25,560","22,830","38,470"
Texas,Pharmacy Technicians,detailed,"33,030","33,080","32,740","44,660"
Texas,Psychiatric Technicians,detailed,"3,810","31,450","29,520","42,430"
Texas,Respiratory Therapy Technicians,detailed,"1,350","51,340","51,540","68,810"
Texas,Surgical Technologists,detailed,"10,800","46,330","45,030","62,790"
Texas,Veterinary Technologists and Technicians,detailed,"9,490","29,750","28,840","40,780"
Texas,Ophthalmic Medical Technicians,detailed,"4,210","34,010","33,070","48,180"
Texas,Licensed Practical and Licensed Vocational Nurses,detailed,"70,810","46,110","45,180","61,190"
Texas,Medical Records and Health Information Technicians,detailed,"17,110","39,710","35,920","62,960"
Texas,"Opticians, Dispensing",detailed,"6,430","32,110","31,400","45,780"
Texas,Orthotists and Prosthetists,detailed,330,"67,420","65,270","101,630"
Texas,Hearing Aid Specialists,detailed,400,"55,020","43,500","94,880"
Texas,"Health Technologists and Technicians, All Other",detailed,"8,750","42,430","37,190","66,220"
Texas,Occupational Health and Safety Specialists,detailed,"11,560","73,900","71,220","111,220"
Texas,Occupational Health and Safety Technicians,detailed,"3,150","50,670","46,210","75,650"
Texas,Athletic Trainers,detailed,"2,820","53,620","53,450","78,740"
Texas,Genetic Counselors,detailed,80,"79,150","78,500","99,400"
Texas,"Healthcare Practitioners and Technical Workers, All Other",detailed,"1,440","56,600","46,530","109,490"
Texas,Healthcare Support Occupations,major,"312,950","28,980","25,530","43,130"
Texas,Home Health Aides,detailed,"67,180","20,550","18,570","28,730"
Texas,Psychiatric Aides,detailed,"13,610","26,330","24,910","31,570"
Texas,Nursing Assistants,detailed,"87,930","25,410","23,940","34,560"
Texas,Orderlies,detailed,"3,910","24,030","23,450","30,770"
Texas,Occupational Therapy Assistants,detailed,"3,750","74,070","72,540","102,780"
Texas,Occupational Therapy Aides,detailed,400,"31,260","28,890","45,720"
Texas,Physical Therapist Assistants,detailed,"6,780","71,780","70,190","112,480"
Texas,Physical Therapist Aides,detailed,"5,650","25,820","24,990","33,380"
Texas,Massage Therapists,detailed,"6,790","40,310","34,840","71,410"
Texas,Dental Assistants,detailed,"28,210","35,770","34,840","49,370"
Texas,Medical Assistants,detailed,"57,960","30,270","29,600","39,710"
Texas,Medical Equipment Preparers,detailed,"3,170","32,780","30,120","48,360"
Texas,Medical Transcriptionists,detailed,"4,680","40,590","35,870","58,170"
Texas,Pharmacy Aides,detailed,"2,320","24,590","22,290","37,380"
Texas,Veterinary Assistants and Laboratory Animal Caretakers,detailed,"5,140","23,860","22,900","31,860"
Texas,Phlebotomists,detailed,"9,210","31,480","30,590","40,580"
Texas,"Healthcare Support Workers, All Other",detailed,"6,240","44,280","40,940","72,660"
Texas,Protective Service Occupations,major,"297,440","43,710","39,290","77,020"
Texas,First-Line Supervisors of Correctional Officers,detailed,"4,180","51,400","47,200","65,770"
Texas,First-Line Supervisors of Police and Detectives,detailed,"2,730","94,450","91,310","152,590"
Texas,First-Line Supervisors of Fire Fighting and Prevention Workers,detailed,"1,500","77,490","76,640","119,820"
Texas,"First-Line Supervisors of Protective Service Workers, All Other",detailed,"4,370","53,350","51,240","81,090"
Texas,Firefighters,detailed,"27,870","51,230","50,150","77,030"
Texas,Fire Inspectors and Investigators,detailed,"1,370","57,700","54,780","81,740"
Texas,Forest Fire Inspectors and Prevention Specialists,detailed,50,"53,610","48,870","80,940"
Texas,Bailiffs,detailed,830,"44,320","43,930","62,290"
Texas,Correctional Officers and Jailers,detailed,"49,720","40,910","40,180","50,640"
Texas,Detectives and Criminal Investigators,detailed,"16,900","75,350","78,110","119,180"
Texas,Fish and Game Wardens,detailed,470,"66,900","66,210","79,360"
Texas,Parking Enforcement Workers,detailed,420,"32,460","31,250","47,190"
Texas,Police and Sheriff's Patrol Officers,detailed,"62,580","60,350","60,110","81,950"
Texas,Transit and Railroad Police,detailed,620,"61,220","59,380","82,510"
Texas,Animal Control Workers,detailed,"1,490","33,740","33,380","46,350"
Texas,Private Detectives and Investigators,detailed,"2,400","43,570","38,430","73,990"
Texas,Security Guards,detailed,"88,360","28,620","24,650","44,850"
Texas,Crossing Guards,detailed,"5,900","24,070","22,140","36,150"
Texas,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",detailed,"13,360","19,490","18,630","24,410"
Texas,Transportation Security Screeners,detailed,"3,420","40,810","40,460","48,120"
Texas,"Protective Service Workers, All Other",detailed,"8,900","26,980","23,180","44,670"
Texas,Food Preparation and Serving Related Occupations,major,"1,138,440","22,810","19,520","34,910"
Texas,Chefs and Head Cooks,detailed,"8,280","46,730","43,280","73,400"
Texas,First-Line Supervisors of Food Preparation and Serving Workers,detailed,"79,620","38,720","36,990","59,850"
Texas,"Cooks, Fast Food",detailed,"51,680","19,480","18,810","25,010"
Texas,"Cooks, Institution and Cafeteria",detailed,"37,150","23,880","22,830","32,180"
Texas,"Cooks, Restaurant",detailed,"101,210","24,030","23,010","31,590"
Texas,"Cooks, Short Order",detailed,"20,570","22,610","21,520","31,430"
Texas,"Cooks, All Other",detailed,380,"26,050","23,860","42,290"
Texas,Food Preparation Workers,detailed,"60,140","21,700","20,780","29,530"
Texas,Bartenders,detailed,"40,160","26,800","19,410","47,900"
Texas,"Combined Food Preparation and Serving Workers, Including Fast Food",detailed,"330,510","19,520","18,680","24,850"
Texas,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",detailed,"49,540","19,300","18,620","24,570"
Texas,Waiters and Waitresses,detailed,"219,680","23,250","19,020","38,850"
Texas,"Food Servers, Nonrestaurant",detailed,"20,980","19,630","18,750","24,940"
Texas,Dining Room and Cafeteria Attendants and Bartender Helpers,detailed,"37,690","19,970","18,750","27,060"
Texas,Dishwashers,detailed,"35,240","19,830","19,410","24,540"
Texas,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",detailed,"39,280","20,240","18,910","27,390"
Texas,"Food Preparation and Serving Related Workers, All Other",detailed,"6,300","20,990","19,530","28,380"
Texas,Building and Grounds Cleaning and Maintenance Occupations,major,"331,910","24,450","22,120","35,570"
Texas,First-Line Supervisors of Housekeeping and Janitorial Workers,detailed,"9,060","41,420","35,830","62,430"
Texas,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",detailed,"6,680","47,410","44,410","72,370"
Texas,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,"168,060","22,800","21,330","31,100"
Texas,Maids and Housekeeping Cleaners,detailed,"68,440","20,100","19,080","26,020"
Texas,Pest Control Workers,detailed,"5,840","34,350","34,350","48,430"
Texas,Landscaping and Groundskeeping Workers,detailed,"66,770","26,800","24,730","37,590"
Texas,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",detailed,"1,160","38,710","36,740","49,390"
Texas,Tree Trimmers and Pruners,detailed,"4,300","31,630","32,240","39,230"
Texas,"Grounds Maintenance Workers, All Other",detailed,970,"33,660","31,660","43,830"
Texas,Personal Care and Service Occupations,major,"391,770","22,470","19,100","33,660"
Texas,Gaming Supervisors,detailed,50,"36,360","31,990","50,360"
Texas,First-Line Supervisors of Personal Service Workers,detailed,"11,990","40,140","36,940","62,100"
Texas,Animal Trainers,detailed,910,"32,470","26,270","47,520"
Texas,Nonfarm Animal Caretakers,detailed,"14,460","22,570","20,360","31,280"
Texas,Gaming Dealers,detailed,180,"24,800","23,030","34,580"
Texas,Gaming and Sports Book Writers and Runners,detailed,810,"33,340","25,390","61,950"
Texas,"Gaming Service Workers, All Other",detailed,"1,340","26,740","20,500","45,810"
Texas,Motion Picture Projectionists,detailed,510,"23,410","19,560","35,030"
Texas,"Ushers, Lobby Attendants, and Ticket Takers",detailed,"7,430","21,530","18,590","25,600"
Texas,Amusement and Recreation Attendants,detailed,"18,810","20,430","18,740","28,460"
Texas,Costume Attendants,detailed,200,"40,520","39,320","69,000"
Texas,"Locker Room, Coatroom, and Dressing Room Attendants",detailed,"1,320","23,220","20,800","34,910"
Texas,"Entertainment Attendants and Related Workers, All Other",detailed,970,"22,080","21,130","30,380"
Texas,Embalmers,detailed,240,"41,440","40,080","59,350"
Texas,Funeral Attendants,detailed,"1,840","23,600","22,600","30,880"
Texas,"Morticians, Undertakers, and Funeral Directors",detailed,"1,860","56,230","53,240","82,840"
Texas,Barbers,detailed,"3,120","31,200","28,260","49,290"
Texas,"Hairdressers, Hairstylists, and Cosmetologists",detailed,"22,690","26,910","21,520","45,670"
Texas,"Makeup Artists, Theatrical and Performance",detailed,220,"43,740","30,050","103,630"
Texas,Manicurists and Pedicurists,detailed,"2,260","24,040","21,710","36,600"
Texas,Shampooers,detailed,920,"19,020","18,720","23,840"
Texas,Skincare Specialists,detailed,"4,410","29,840","26,430","50,820"
Texas,Baggage Porters and Bellhops,detailed,"2,260","20,650","19,220","28,320"
Texas,Concierges,detailed,"2,690","25,520","24,260","34,280"
Texas,Tour Guides and Escorts,detailed,"2,050","26,810","22,610","46,430"
Texas,Travel Guides,detailed,30,"36,170","35,110","50,820"
Texas,Childcare Workers,detailed,"56,660","20,700","19,240","28,030"
Texas,Personal Care Aides,detailed,"188,790","18,620","18,320","22,990"
Texas,Fitness Trainers and Aerobics Instructors,detailed,"14,800","42,790","42,120","65,810"
Texas,Recreation Workers,detailed,"18,670","25,030","21,760","39,250"
Texas,Residential Advisors,detailed,"7,810","26,690","24,620","38,510"
Texas,"Personal Care and Service Workers, All Other",detailed,"1,460","21,540","19,930","28,780"
Texas,Sales and Related Occupations,major,"1,257,650","42,100","27,290","84,520"
Texas,First-Line Supervisors of Retail Sales Workers,detailed,"98,400","47,110","40,070","73,910"
Texas,First-Line Supervisors of Non-Retail Sales Workers,detailed,"25,420","84,440","72,560","149,320"
Texas,Cashiers,detailed,"272,270","20,730","19,640","27,250"
Texas,Gaming Change Persons and Booth Cashiers,detailed,140,"22,370","18,970","29,390"
Texas,Counter and Rental Clerks,detailed,"46,870","28,200","24,460","43,200"
Texas,Parts Salespersons,detailed,"22,820","33,280","27,920","55,640"
Texas,Retail Salespersons,detailed,"383,080","27,360","22,410","44,620"
Texas,Advertising Sales Agents,detailed,"7,700","54,450","46,440","97,960"
Texas,Insurance Sales Agents,detailed,"32,330","58,150","43,180","107,360"
Texas,"Securities, Commodities, and Financial Services Sales Agents",detailed,"34,780","88,590","56,500","196,500"
Texas,Travel Agents,detailed,"4,360","43,320","36,790","86,680"
Texas,"Sales Representatives, Services, All Other",detailed,"109,910","60,330","49,700","111,730"
Texas,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",detailed,"33,000","99,760","84,120","171,470"
Texas,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",detailed,"118,160","74,740","60,140","133,330"
Texas,Demonstrators and Product Promoters,detailed,"8,560","27,460","25,180","38,960"
Texas,Models,detailed,"1,220","23,460","18,190","45,900"
Texas,Real Estate Brokers,detailed,"2,590","80,110","70,680","143,190"
Texas,Real Estate Sales Agents,detailed,"16,210","64,070","46,400","126,330"
Texas,Sales Engineers,detailed,"11,620","108,590","100,090","165,290"
Texas,Telemarketers,detailed,"21,020","27,690","25,020","41,900"
Texas,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",detailed,"1,170","27,470","25,450","37,400"
Texas,"Sales and Related Workers, All Other",detailed,"6,050","39,960","34,940","62,550"
Texas,Office and Administrative Support Occupations,major,"2,008,820","36,420","32,880","58,670"
Texas,First-Line Supervisors of Office and Administrative Support Workers,detailed,"115,950","61,730","57,630","95,860"
Texas,"Switchboard Operators, Including Answering Service",detailed,"7,260","27,900","25,900","39,910"
Texas,Telephone Operators,detailed,350,"35,530","30,390","59,650"
Texas,"Communications Equipment Operators, All Other",detailed,70,"41,850","40,030","51,880"
Texas,Bill and Account Collectors,detailed,"29,940","38,680","35,990","57,560"
