"","X.1","X","ST","STATE","OCC_TITLE","OCC_GROUP","A_MEAN","lon","lat"
"32889",32890,32890,"UT","Utah","First-Line Supervisors of Food Preparation and Serving Workers","detailed",30310,-111.0937,39.32098
"32890",32891,32891,"UT","Utah","Cooks, Fast Food","detailed",21410,-111.0937,39.32098
"32891",32892,32892,"UT","Utah","Cooks, Institution and Cafeteria","detailed",25710,-111.0937,39.32098
"32892",32893,32893,"UT","Utah","Cooks, Restaurant","detailed",25490,-111.0937,39.32098
"32893",32894,32894,"UT","Utah","Cooks, Short Order","detailed",26450,-111.0937,39.32098
"32894",32895,32895,"UT","Utah","Cooks, All Other","detailed",26290,-111.0937,39.32098
"32895",32896,32896,"UT","Utah","Food Preparation Workers","detailed",21350,-111.0937,39.32098
"32896",32897,32897,"UT","Utah","Bartenders","detailed",27220,-111.0937,39.32098
"32897",32898,32898,"UT","Utah","Combined Food Preparation and Serving Workers, Including Fast Food","detailed",19460,-111.0937,39.32098
"32898",32899,32899,"UT","Utah","Counter Attendants, Cafeteria, Food Concession, and Coffee Shop","detailed",20830,-111.0937,39.32098
"32899",32900,32900,"UT","Utah","Waiters and Waitresses","detailed",23650,-111.0937,39.32098
"32900",32901,32901,"UT","Utah","Food Servers, Nonrestaurant","detailed",20820,-111.0937,39.32098
"32901",32902,32902,"UT","Utah","Dining Room and Cafeteria Attendants and Bartender Helpers","detailed",21400,-111.0937,39.32098
"32902",32903,32903,"UT","Utah","Dishwashers","detailed",19870,-111.0937,39.32098
"32903",32904,32904,"UT","Utah","Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop","detailed",20610,-111.0937,39.32098
"32904",32905,32905,"UT","Utah","Food Preparation and Serving Related Workers, All Other","detailed",18120,-111.0937,39.32098
"32905",32906,32906,"UT","Utah","Building and Grounds Cleaning and Maintenance Occupations","major",25190,-111.0937,39.32098
"32906",32907,32907,"UT","Utah","First-Line Supervisors of Housekeeping and Janitorial Workers","detailed",40640,-111.0937,39.32098
"32907",32908,32908,"UT","Utah","First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers","detailed",47760,-111.0937,39.32098
"32908",32909,32909,"UT","Utah","Janitors and Cleaners, Except Maids and Housekeeping Cleaners","detailed",23390,-111.0937,39.32098
"32909",32910,32910,"UT","Utah","Maids and Housekeeping Cleaners","detailed",21880,-111.0937,39.32098
"32910",32911,32911,"UT","Utah","Pest Control Workers","detailed",30780,-111.0937,39.32098
"32911",32912,32912,"UT","Utah","Landscaping and Groundskeeping Workers","detailed",26690,-111.0937,39.32098
"32912",32913,32913,"UT","Utah","Pesticide Handlers, Sprayers, and Applicators, Vegetation","detailed",31880,-111.0937,39.32098
"32913",32914,32914,"UT","Utah","Tree Trimmers and Pruners","detailed",34590,-111.0937,39.32098
"32914",32915,32915,"UT","Utah","Grounds Maintenance Workers, All Other","detailed",33560,-111.0937,39.32098
"32915",32916,32916,"UT","Utah","Personal Care and Service Occupations","major",25410,-111.0937,39.32098
"32916",32917,32917,"UT","Utah","First-Line Supervisors of Personal Service Workers","detailed",31700,-111.0937,39.32098
"32917",32918,32918,"UT","Utah","Animal Trainers","detailed",28330,-111.0937,39.32098
"32918",32919,32919,"UT","Utah","Nonfarm Animal Caretakers","detailed",23880,-111.0937,39.32098
"32919",32920,32920,"UT","Utah","Motion Picture Projectionists","detailed",27140,-111.0937,39.32098
"32920",32921,32921,"UT","Utah","Ushers, Lobby Attendants, and Ticket Takers","detailed",18870,-111.0937,39.32098
"32921",32922,32922,"UT","Utah","Amusement and Recreation Attendants","detailed",23120,-111.0937,39.32098
"32922",32923,32923,"UT","Utah","Costume Attendants","detailed",30990,-111.0937,39.32098
"32923",32924,32924,"UT","Utah","Locker Room, Coatroom, and Dressing Room Attendants","detailed",23830,-111.0937,39.32098
"32924",32925,32925,"UT","Utah","Funeral Attendants","detailed",26520,-111.0937,39.32098
"32925",32926,32926,"UT","Utah","Morticians, Undertakers, and Funeral Directors","detailed",56210,-111.0937,39.32098
"32926",32927,32927,"UT","Utah","Hairdressers, Hairstylists, and Cosmetologists","detailed",24300,-111.0937,39.32098
"32927",32928,32928,"UT","Utah","Manicurists and Pedicurists","detailed",27530,-111.0937,39.32098
"32928",32929,32929,"UT","Utah","Skincare Specialists","detailed",28560,-111.0937,39.32098
"32929",32930,32930,"UT","Utah","Baggage Porters and Bellhops","detailed",19650,-111.0937,39.32098
"32930",32931,32931,"UT","Utah","Concierges","detailed",28860,-111.0937,39.32098
"32931",32932,32932,"UT","Utah","Tour Guides and Escorts","detailed",26830,-111.0937,39.32098
"32932",32933,32933,"UT","Utah","Travel Guides","detailed",28480,-111.0937,39.32098
"32933",32934,32934,"UT","Utah","Childcare Workers","detailed",21840,-111.0937,39.32098
"32934",32935,32935,"UT","Utah","Personal Care Aides","detailed",22870,-111.0937,39.32098
"32935",32936,32936,"UT","Utah","Fitness Trainers and Aerobics Instructors","detailed",38940,-111.0937,39.32098
"32936",32937,32937,"UT","Utah","Recreation Workers","detailed",25910,-111.0937,39.32098
"32937",32938,32938,"UT","Utah","Residential Advisors","detailed",26060,-111.0937,39.32098
"32938",32939,32939,"UT","Utah","Personal Care and Service Workers, All Other","detailed",28440,-111.0937,39.32098
"32939",32940,32940,"UT","Utah","Sales and Related Occupations","major",39090,-111.0937,39.32098
"32940",32941,32941,"UT","Utah","First-Line Supervisors of Retail Sales Workers","detailed",38790,-111.0937,39.32098
"32941",32942,32942,"UT","Utah","First-Line Supervisors of Non-Retail Sales Workers","detailed",80060,-111.0937,39.32098
"32942",32943,32943,"UT","Utah","Cashiers","detailed",21410,-111.0937,39.32098
"32943",32944,32944,"UT","Utah","Counter and Rental Clerks","detailed",24930,-111.0937,39.32098
"32944",32945,32945,"UT","Utah","Parts Salespersons","detailed",36040,-111.0937,39.32098
"32945",32946,32946,"UT","Utah","Retail Salespersons","detailed",26770,-111.0937,39.32098
"32946",32947,32947,"UT","Utah","Advertising Sales Agents","detailed",61380,-111.0937,39.32098
"32947",32948,32948,"UT","Utah","Insurance Sales Agents","detailed",62560,-111.0937,39.32098
"32948",32949,32949,"UT","Utah","Securities, Commodities, and Financial Services Sales Agents","detailed",72180,-111.0937,39.32098
"32949",32950,32950,"UT","Utah","Travel Agents","detailed",37270,-111.0937,39.32098
"32950",32951,32951,"UT","Utah","Sales Representatives, Services, All Other","detailed",51210,-111.0937,39.32098
"32951",32952,32952,"UT","Utah","Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","detailed",91320,-111.0937,39.32098
"32952",32953,32953,"UT","Utah","Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","detailed",65330,-111.0937,39.32098
"32953",32954,32954,"UT","Utah","Demonstrators and Product Promoters","detailed",27000,-111.0937,39.32098
"32954",32955,32955,"UT","Utah","Real Estate Brokers","detailed",71540,-111.0937,39.32098
"32955",32956,32956,"UT","Utah","Real Estate Sales Agents","detailed",52830,-111.0937,39.32098
"32956",32957,32957,"UT","Utah","Sales Engineers","detailed",102910,-111.0937,39.32098
"32957",32958,32958,"UT","Utah","Telemarketers","detailed",25890,-111.0937,39.32098
"32958",32959,32959,"UT","Utah","Sales and Related Workers, All Other","detailed",42510,-111.0937,39.32098
"32959",32960,32960,"UT","Utah","Office and Administrative Support Occupations","major",33880,-111.0937,39.32098
"32960",32961,32961,"UT","Utah","First-Line Supervisors of Office and Administrative Support Workers","detailed",52700,-111.0937,39.32098
"32961",32962,32962,"UT","Utah","Switchboard Operators, Including Answering Service","detailed",26470,-111.0937,39.32098
"32962",32963,32963,"UT","Utah","Communications Equipment Operators, All Other","detailed",39780,-111.0937,39.32098
"32963",32964,32964,"UT","Utah","Bill and Account Collectors","detailed",31250,-111.0937,39.32098
"32964",32965,32965,"UT","Utah","Billing and Posting Clerks","detailed",34860,-111.0937,39.32098
"32965",32966,32966,"UT","Utah","Bookkeeping, Accounting, and Auditing Clerks","detailed",37260,-111.0937,39.32098
"32966",32967,32967,"UT","Utah","Payroll and Timekeeping Clerks","detailed",40870,-111.0937,39.32098
"32967",32968,32968,"UT","Utah","Procurement Clerks","detailed",41030,-111.0937,39.32098
"32968",32969,32969,"UT","Utah","Tellers","detailed",26260,-111.0937,39.32098
"32969",32970,32970,"UT","Utah","Financial Clerks, All Other","detailed",41480,-111.0937,39.32098
"32970",32971,32971,"UT","Utah","Brokerage Clerks","detailed",52940,-111.0937,39.32098
"32971",32972,32972,"UT","Utah","Correspondence Clerks","detailed",37450,-111.0937,39.32098
"32972",32973,32973,"UT","Utah","Court, Municipal, and License Clerks","detailed",35380,-111.0937,39.32098
"32973",32974,32974,"UT","Utah","Credit Authorizers, Checkers, and Clerks","detailed",37170,-111.0937,39.32098
"32974",32975,32975,"UT","Utah","Customer Service Representatives","detailed",31930,-111.0937,39.32098
"32975",32976,32976,"UT","Utah","Eligibility Interviewers, Government Programs","detailed",42700,-111.0937,39.32098
"32976",32977,32977,"UT","Utah","File Clerks","detailed",28750,-111.0937,39.32098
"32977",32978,32978,"UT","Utah","Hotel, Motel, and Resort Desk Clerks","detailed",21230,-111.0937,39.32098
"32978",32979,32979,"UT","Utah","Interviewers, Except Eligibility and Loan","detailed",29490,-111.0937,39.32098
"32979",32980,32980,"UT","Utah","Library Assistants, Clerical","detailed",25110,-111.0937,39.32098
"32980",32981,32981,"UT","Utah","Loan Interviewers and Clerks","detailed",33480,-111.0937,39.32098
"32981",32982,32982,"UT","Utah","New Accounts Clerks","detailed",35780,-111.0937,39.32098
"32982",32983,32983,"UT","Utah","Order Clerks","detailed",32340,-111.0937,39.32098
"32983",32984,32984,"UT","Utah","Human Resources Assistants, Except Payroll and Timekeeping","detailed",39030,-111.0937,39.32098
"32984",32985,32985,"UT","Utah","Receptionists and Information Clerks","detailed",26740,-111.0937,39.32098
"32985",32986,32986,"UT","Utah","Reservation and Transportation Ticket Agents and Travel Clerks","detailed",32760,-111.0937,39.32098
"32986",32987,32987,"UT","Utah","Information and Record Clerks, All Other","detailed",37610,-111.0937,39.32098
"32987",32988,32988,"UT","Utah","Cargo and Freight Agents","detailed",39890,-111.0937,39.32098
"32988",32989,32989,"UT","Utah","Couriers and Messengers","detailed",26390,-111.0937,39.32098
"32989",32990,32990,"UT","Utah","Police, Fire, and Ambulance Dispatchers","detailed",37040,-111.0937,39.32098
"32990",32991,32991,"UT","Utah","Dispatchers, Except Police, Fire, and Ambulance","detailed",41090,-111.0937,39.32098
"32991",32992,32992,"UT","Utah","Meter Readers, Utilities","detailed",43000,-111.0937,39.32098
"32992",32993,32993,"UT","Utah","Postal Service Clerks","detailed",47050,-111.0937,39.32098
"32993",32994,32994,"UT","Utah","Postal Service Mail Carriers","detailed",50900,-111.0937,39.32098
"32994",32995,32995,"UT","Utah","Postal Service Mail Sorters, Processors, and Processing Machine Operators","detailed",47010,-111.0937,39.32098
"32995",32996,32996,"UT","Utah","Production, Planning, and Expediting Clerks","detailed",45600,-111.0937,39.32098
"32996",32997,32997,"UT","Utah","Shipping, Receiving, and Traffic Clerks","detailed",30870,-111.0937,39.32098
"32997",32998,32998,"UT","Utah","Stock Clerks and Order Fillers","detailed",26860,-111.0937,39.32098
"32998",32999,32999,"UT","Utah","Weighers, Measurers, Checkers, and Samplers, Recordkeeping","detailed",31140,-111.0937,39.32098
"32999",33000,33000,"UT","Utah","Executive Secretaries and Executive Administrative Assistants","detailed",48440,-111.0937,39.32098
"33000",33001,33001,"UT","Utah","Legal Secretaries","detailed",41680,-111.0937,39.32098
"33001",33002,33002,"UT","Utah","Medical Secretaries","detailed",32630,-111.0937,39.32098
"33002",33003,33003,"UT","Utah","Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","detailed",32570,-111.0937,39.32098
"33003",33004,33004,"UT","Utah","Computer Operators","detailed",42020,-111.0937,39.32098
"33004",33005,33005,"UT","Utah","Data Entry Keyers","detailed",32080,-111.0937,39.32098
"33005",33006,33006,"UT","Utah","Word Processors and Typists","detailed",33410,-111.0937,39.32098
"33006",33007,33007,"UT","Utah","Desktop Publishers","detailed",43110,-111.0937,39.32098
"33007",33008,33008,"UT","Utah","Insurance Claims and Policy Processing Clerks","detailed",40090,-111.0937,39.32098
"33008",33009,33009,"UT","Utah","Mail Clerks and Mail Machine Operators, Except Postal Service","detailed",29860,-111.0937,39.32098
"33009",33010,33010,"UT","Utah","Office Clerks, General","detailed",29610,-111.0937,39.32098
"33010",33011,33011,"UT","Utah","Office Machine Operators, Except Computer","detailed",28630,-111.0937,39.32098
"33011",33012,33012,"UT","Utah","Proofreaders and Copy Markers","detailed",41890,-111.0937,39.32098
"33012",33013,33013,"UT","Utah","Statistical Assistants","detailed",47300,-111.0937,39.32098
"33013",33014,33014,"UT","Utah","Office and Administrative Support Workers, All Other","detailed",38220,-111.0937,39.32098
"33014",33015,33015,"UT","Utah","Farming, Fishing, and Forestry Occupations","major",28580,-111.0937,39.32098
"33015",33016,33016,"UT","Utah","First-Line Supervisors of Farming, Fishing, and Forestry Workers","detailed",46820,-111.0937,39.32098
"33016",33017,33017,"UT","Utah","Agricultural Equipment Operators","detailed",30130,-111.0937,39.32098
"33017",33018,33018,"UT","Utah","Farmworkers and Laborers, Crop, Nursery, and Greenhouse","detailed",24330,-111.0937,39.32098
"33018",33019,33019,"UT","Utah","Farmworkers, Farm, Ranch, and Aquacultural Animals","detailed",28010,-111.0937,39.32098
"33019",33020,33020,"UT","Utah","Forest and Conservation Workers","detailed",39440,-111.0937,39.32098
"33020",33021,33021,"UT","Utah","Construction and Extraction Occupations","major",42830,-111.0937,39.32098
"33021",33022,33022,"UT","Utah","First-Line Supervisors of Construction Trades and Extraction Workers","detailed",59760,-111.0937,39.32098
"33022",33023,33023,"UT","Utah","Boilermakers","detailed",65370,-111.0937,39.32098
"33023",33024,33024,"UT","Utah","Brickmasons and Blockmasons","detailed",39820,-111.0937,39.32098
"33024",33025,33025,"UT","Utah","Stonemasons","detailed",37760,-111.0937,39.32098
"33025",33026,33026,"UT","Utah","Carpenters","detailed",38820,-111.0937,39.32098
"33026",33027,33027,"UT","Utah","Carpet Installers","detailed",33650,-111.0937,39.32098
"33027",33028,33028,"UT","Utah","Floor Layers, Except Carpet, Wood, and Hard Tiles","detailed",33700,-111.0937,39.32098
"33028",33029,33029,"UT","Utah","Tile and Marble Setters","detailed",40960,-111.0937,39.32098
"33029",33030,33030,"UT","Utah","Cement Masons and Concrete Finishers","detailed",38700,-111.0937,39.32098
"33030",33031,33031,"UT","Utah","Construction Laborers","detailed",30790,-111.0937,39.32098
"33031",33032,33032,"UT","Utah","Paving, Surfacing, and Tamping Equipment Operators","detailed",47780,-111.0937,39.32098
"33032",33033,33033,"UT","Utah","Operating Engineers and Other Construction Equipment Operators","detailed",45160,-111.0937,39.32098
"33033",33034,33034,"UT","Utah","Drywall and Ceiling Tile Installers","detailed",36230,-111.0937,39.32098
"33034",33035,33035,"UT","Utah","Tapers","detailed",39400,-111.0937,39.32098
"33035",33036,33036,"UT","Utah","Electricians","detailed",51900,-111.0937,39.32098
"33036",33037,33037,"UT","Utah","Glaziers","detailed",40270,-111.0937,39.32098
"33037",33038,33038,"UT","Utah","Insulation Workers, Floor, Ceiling, and Wall","detailed",43480,-111.0937,39.32098
"33038",33039,33039,"UT","Utah","Insulation Workers, Mechanical","detailed",37420,-111.0937,39.32098
"33039",33040,33040,"UT","Utah","Painters, Construction and Maintenance","detailed",36390,-111.0937,39.32098
